rank,Youtuber,subscribers,video views,Title,uploads,Country,channel_type,video_views_rank,country_rank,channel_type_rank,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
154,thedonato,31200000,6187804950.0,thedonato,3027,argentina,games,997.0,3.0,12.0,47700.0,762700.0,572000.0,9200000.0,2015.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
155,imaginedragons,30700000,16793072362.0,imaginedragons,92,united states,music,169.0,45.0,50.0,47200.0,755300.0,566500.0,9100000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
156,diana and roma esp,30700000,12355992466.0,diana and roma esp,578,united states,entertainment,313.0,45.0,45.0,25700.0,412000.0,309000.0,4900000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
157,round2hell,30700000,3145161634.0,round2hell,67,india,entertainment,2687.0,41.0,45.0,8000.0,127300.0,95500.0,1500000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
159,aboflah,30500000,4521573939.0,aboflah,641,kuwait,entertainment,1573.0,1.0,7.0,39500.0,631600.0,473700.0,7600000.0,2016.0,54.4,4207083.0,2.18,4207083.0,29.31166,47.481766
158,zee news,30500000,16709857823.0,zee news,180092,india,news,168.0,41.0,4.0,115400.0,1800000.0,1400000.0,22200000.0,2007.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
160,ah,30400000,4332274962.0,ah,2197,indonesia,entertainment,1701.0,4.0,46.0,5400.0,85800.0,64300.0,1000000.0,2014.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
161,trap nation,30400000,14037426379.0,trap nation,2725,united states,music,255.0,46.0,51.0,11500.0,183300.0,137500.0,2200000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
162,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,30400000,17999961915.0,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,532,united states,entertainment,147.0,46.0,46.0,30700.0,491700.0,368800.0,5900000.0,2018.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
163,boram tube vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,30300000,13546549817.0,boram tube vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,223,united states,entertainment,269.0,47.0,47.0,5700.0,90900.0,68200.0,1100000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
164,adele,30200000,14199108016.0,adele,15,united kingdom,music,248.0,6.0,53.0,34300.0,548400.0,411300.0,6600000.0,2008.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
165,talking tom,30200000,15199330166.0,talkingtom,2,united states,entertainment,4057345.0,7736.0,6776.0,0.0,0.0,0.0,0.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
166,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,30200000,27684955537.0,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,3254,jordan,music,51.0,1.0,52.0,29100.0,465700.0,349300.0,5600000.0,2008.0,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414
168,spinnin' records,30100000,19607009165.0,spinnin' records,11501,netherlands,music,127.0,1.0,54.0,25000.0,400200.0,300100.0,4800000.0,2007.0,85.0,17332850.0,3.2,15924729.0,52.132633,5.291266
169,little angel: nursery rhymes & kids songs,30100000,22593193994.0,little angel: nursery rhymes & kids songs,1349,united states,education,95.0,49.0,12.0,26900.0,430100.0,322600.0,5200000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
171,shawn mendes,30000000,12831200855.0,shawn mendes,133,canada,music,295.0,4.0,55.0,22200.0,355000.0,266200.0,4300000.0,2011.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
172,ashish chanchlani vines,29800000,4457913639.0,ashish chanchlani vines,151,india,comedy,1622.0,42.0,8.0,6500.0,104700.0,78500.0,1300000.0,2009.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
173,ultra records,29600000,17208027242.0,ultra records,4903,united states,music,165.0,50.0,56.0,20500.0,327500.0,245700.0,3900000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
175,maluma,29300000,21226945136.0,maluma,14,argentina,people,4051498.0,3624.0,7658.0,0.0,0.06,0.05,0.72,2015.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
176,zhong,29200000,14727238483.0,zhong,1513,united states,entertainment,230.0,51.0,48.0,0.0,0.0,0.0,0.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
177,enaldinho,29200000,11627437847.0,enaldinho,3654,brazil,games,338.0,10.0,15.0,75800.0,1200000.0,909300.0,14500000.0,2012.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
178,auronplay,29200000,4079141673.0,auronplay,404,spain,comedy,1852.0,3.0,9.0,3000.0,48600.0,36400.0,582900.0,2006.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
180,infobells - tamil,28900000,17930570614.0,infobells - tamil,555,india,education,149.0,44.0,13.0,27500.0,439300.0,329500.0,5300000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
182,the late late show with james corden,28400000,9956764048.0,the late late show with james corden,5809,united states,entertainment,445.0,53.0,49.0,6600.0,105700.0,79300.0,1300000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
183,aditya movies,28400000,10062770060.0,aditya movies,5436,india,film,432.0,45.0,11.0,56800.0,909400.0,682100.0,10900000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
185,infobells - telugu,28300000,14814192034.0,infobells - telugu,505,india,education,223.0,45.0,14.0,72000.0,1200000.0,864300.0,13800000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
186,hum tv,28300000,23844936965.0,hum tv,106983,pakistan,entertainment,80.0,3.0,49.0,171200.0,2700000.0,2100000.0,32900000.0,2011.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
187,shemaroo movies,28200000,7600740993.0,shemaroo movies,3009,india,film,721.0,46.0,13.0,46200.0,739900.0,554900.0,8900000.0,2011.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
188,michael jackson,28200000,14412474625.0,michael jackson,15,united states,music,242.0,54.0,59.0,39600.0,634400.0,475800.0,7600000.0,2005.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
192,bounce patrol - kids songs,27800000,21037851468.0,bounce patrol - kids songs,292,australia,music,111.0,1.0,61.0,31900.0,509800.0,382300.0,6100000.0,2013.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
193,toycantando,27700000,15777682516.0,toycantando,619,colombia,music,197.0,4.0,62.0,43500.0,695300.0,521500.0,8300000.0,2009.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
195,wiz khalifa,27500000,13379395501.0,wiz khalifa,682,united states,music,275.0,57.0,63.0,22600.0,361800.0,271300.0,4300000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
194,mrbeast 2,27500000,4552581106.0,leaux pass,27,united states,music,2161873.0,5889.0,4311.0,0.0,0.0,0.0,0.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
196,jyp entertainment,27400000,19883150017.0,jyp entertainment,1753,south korea,music,124.0,4.0,64.0,76900.0,1200000.0,922900.0,14800000.0,2008.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
197,ýýý kids roma show,27400000,10336420490.0,ýýý kids roma show,642,united states,entertainment,418.0,58.0,50.0,44000.0,703400.0,527500.0,8400000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
198,dantdm,27400000,19417887510.0,dantdm,3664,united kingdom,games,132.0,7.0,16.0,19700.0,314700.0,236000.0,3800000.0,2012.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
199,nick jr.,27300000,22440611155.0,nick jr.,5438,united states,entertainment,100.0,59.0,51.0,10600.0,170200.0,127600.0,2000000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
200,crazy xyz,27300000,7705492350.0,crazy xyz,1259,india,tech,707.0,48.0,2.0,25600.0,408900.0,306700.0,4900000.0,2017.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
202,dushyant kukreja,27100000,17318452893.0,dushyant kukreja,889,india,entertainment,159.0,49.0,52.0,107400.0,1700000.0,1300000.0,20600000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
204,brent rivera,27000000,6570935979.0,brent rivera,554,united states,entertainment,909.0,60.0,53.0,36100.0,577800.0,433400.0,6900000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
205,renato garcia yt,26900000,7938616641.0,renato garcia yt,3956,brazil,entertainment,664.0,11.0,54.0,20700.0,331600.0,248700.0,4000000.0,2011.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
206,beast reacts,26700000,4388047013.0,beast reacts,241,united states,entertainment,1632.0,61.0,54.0,69000.0,1100000.0,828600.0,13300000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
207,enchufetv,26700000,10317306313.0,enchufetv,975,colombia,comedy,420.0,5.0,11.0,6100.0,97500.0,73100.0,1200000.0,2011.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
208,netflix,26700000,7173668905.0,netflix,6471,united states,entertainment,797.0,62.0,55.0,29600.0,472900.0,354700.0,5700000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
210,worldstarhiphop,26500000,20358117330.0,worldstarhiphop,6873,united states,music,117.0,63.0,65.0,22300.0,356400.0,267300.0,4300000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
209,raffy tulfo in action,26500000,15065753455.0,raffy tulfo in action,10022,philippines,news,219.0,3.0,5.0,40800.0,652500.0,489400.0,7800000.0,2016.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
211,goldmines bollywood,26400000,8595760553.0,goldmines bollywood,3622,india,film,588.0,50.0,15.0,24900.0,398700.0,299000.0,4800000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
212,alan chikin chow,26400000,27006526665.0,alan chikin chow,865,united states,comedy,61.0,63.0,12.0,261500.0,4200000.0,3100000.0,50200000.0,2020.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
213,panda boi,26400000,17211600007.0,panda boi,967,italy,entertainment,158.0,1.0,55.0,306400.0,4900000.0,3700000.0,58800000.0,2020.0,61.9,60297396.0,9.89,42651966.0,41.87194,12.56738
214,bb ki vines,26300000,4749833967.0,bb ki vines,190,india,entertainment,1462.0,51.0,57.0,4300.0,69100.0,51800.0,828600.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
215,d billions,26200000,31977463002.0,d billions,775,united states,entertainment,33.0,64.0,58.0,121800.0,1900000.0,1500000.0,23400000.0,2019.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
216,junya.ï¿½ï¿½ï¿½ï¿½,26200000,16097531087.0,junya.ï¿½ï¿½ï¿½ï¿½,5985,japan,entertainment,184.0,2.0,56.0,180500.0,2900000.0,2200000.0,34600000.0,2020.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
217,smosh,26100000,10435474336.0,smosh,1619,united states,comedy,410.0,65.0,13.0,17000.0,272600.0,204500.0,3300000.0,2005.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
218,1million dance studio,26100000,7886440199.0,1million dance studio,0,saudi arabia,music,4057944.0,3695.0,5641.0,0.0,0.0,0.0,0.0,2019.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
220,beyoncï¿,26000000,17308961985.0,beyoncï¿,240,united states,music,163.0,66.0,66.0,13900.0,221800.0,166400.0,2700000.0,2005.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
222,indosiar,25900000,11372071889.0,indosiar,65286,indonesia,entertainment,358.0,5.0,60.0,57500.0,920700.0,690500.0,11000000.0,2013.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
223,vanossgaming,25800000,15541421838.0,vanossgaming,1762,canada,games,206.0,5.0,17.0,13700.0,219800.0,164800.0,2600000.0,2011.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
226,nicki minaj,25700000,10242981063.0,nicki minaj,42,united states,music,425.0,67.0,67.0,25900.0,414500.0,310900.0,5000000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
225,lospolinesios,25700000,7466926260.0,lospolinesios,982,mexico,people,746.0,8.0,7.0,7600.0,122000.0,91500.0,1500000.0,2012.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
224,david guetta,25700000,17793809548.0,david guetta,749,united states,music,153.0,67.0,67.0,41100.0,656900.0,492600.0,7900000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
228,taylorswiftvevo,25600000,25592378292.0,taylorswiftvevo,287,united states,music,67.0,68.0,68.0,79600.0,1300000.0,955800.0,15300000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
230,post malone,25500000,14401218086.0,post malone,78,united states,music,243.0,69.0,69.0,48900.0,782000.0,586500.0,9400000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
231,rans entertainment,25400000,6430853035.0,rans entertainment,3716,indonesia,entertainment,942.0,6.0,62.0,14600.0,233900.0,175500.0,2800000.0,2015.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
232,lankybox,25400000,34300482066.0,lankybox,8775,united states,games,29.0,69.0,18.0,203800.0,3300000.0,2400000.0,39100000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
233,coldplay,25300000,17331663193.0,coldplay,398,united kingdom,music,160.0,8.0,70.0,49700.0,795500.0,596600.0,9500000.0,2010.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
235,wb kids,25200000,11081602368.0,wb kids,2025,united states,film,375.0,70.0,16.0,35100.0,561300.0,421000.0,6700000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
238,the lallantop,25200000,10409352249.0,the lallantop,51129,india,news,408.0,52.0,6.0,68500.0,1100000.0,821800.0,13100000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
239,rihannavevo,25100000,19458807708.0,rihannavevo,118,united states,music,130.0,71.0,72.0,23600.0,377000.0,282700.0,4500000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
240,watchmojo.com,25100000,16357064198.0,watchmojo.com,24837,canada,entertainment,180.0,6.0,64.0,12300.0,196000.0,147000.0,2400000.0,2007.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
241,trans7 official,25000000,14169516119.0,trans7 official,89179,indonesia,entertainment,251.0,7.0,64.0,30800.0,492800.0,369600.0,5900000.0,2014.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
242,anuel aa,25000000,14827085149.0,anuel aa,147,colombia,music,225.0,6.0,73.0,71000.0,1100000.0,852400.0,13600000.0,2016.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
245,america's got talent,24800000,3699352704.0,america's got talent,1894,united states,entertainment,2122.0,72.0,65.0,33600.0,537600.0,403200.0,6500000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
244,yuya,24800000,2588501115.0,yuya,672,mexico,howto,3505.0,9.0,6.0,84.0,1300.0,1000.0,16100.0,2009.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
243,dan rhodes,24800000,17387583720.0,dan rhodes,1644,united kingdom,entertainment,157.0,9.0,66.0,83000.0,1300000.0,995700.0,15900000.0,2015.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
247,eminemvevo,24700000,20531704527.0,eminemvevo,104,united states,music,115.0,73.0,74.0,34900.0,557800.0,418300.0,6700000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
248,chloe ting,24700000,2994726412.0,chloe ting,412,australia,howto,2897.0,2.0,7.0,5800.0,93100.0,69800.0,1100000.0,2011.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
249,katyperryvevo,24600000,23755792542.0,katyperryvevo,175,united states,music,82.0,74.0,75.0,22200.0,355800.0,266800.0,4300000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
250,mark rober,24600000,3647987299.0,mark rober,120,united states,tech,2178.0,74.0,3.0,22200.0,354500.0,265900.0,4300000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
251,1thek (ï¿½ï¿½ï¿½ï¿½ï,24500000,23962070944.0,1thek (ï¿½ï¿½ï¿½ï¿½ï,18950,south korea,entertainment,79.0,6.0,67.0,26400.0,422300.0,316700.0,5100000.0,2011.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
252,like nastya ae,24400000,12385924995.0,like nastya ae,658,united states,entertainment,312.0,75.0,68.0,42500.0,679500.0,509600.0,8200000.0,2018.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
254,pen movies,24300000,6608773195.0,pen movies,1667,india,film,903.0,53.0,17.0,23700.0,379400.0,284600.0,4600000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
255,mrbeast en espaï¿½ï,24200000,2700914170.0,mrbeast en espaï¿½ï,67,mexico,entertainment,3309.0,10.0,70.0,8400.0,134400.0,100800.0,1600000.0,2021.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
256,shfa show india,24200000,15724160183.0,shfa show india,469,united arab emirates,people,203.0,3.0,9.0,37800.0,604800.0,453600.0,7300000.0,2019.0,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818
260,netd mï¿½ï¿,24100000,56106087508.0,netd mï¿½ï¿,23491,turkey,music,14.0,2.0,76.0,106200.0,1700000.0,1300000.0,20400000.0,2014.0,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322
261,dj snake,24100000,8425505919.0,dj snake,252,united states,music,602.0,77.0,76.0,15800.0,253200.0,189900.0,3000000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
263,ksi,24100000,6002166932.0,ksi,1252,united kingdom,music,1053.0,10.0,76.0,1400.0,21800.0,16300.0,261100.0,2009.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
258,alejo igoa,24100000,10999000479.0,alejo igoa,802,argentina,entertainment,376.0,4.0,71.0,100400.0,1600000.0,1200000.0,19300000.0,2014.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
257,super jojo - nursery rhymes & kids songs,24100000,329774870.0,super jojo - nursery rhymes & kids songs,36,united states,education,40117.0,77.0,15.0,82100.0,1300000.0,985500.0,15800000.0,2019.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
262,diana and roma ara,24100000,11041261296.0,diana and roma ara,590,united states,entertainment,379.0,76.0,70.0,16700.0,267500.0,200700.0,3200000.0,2019.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
264,spider slack,24000000,13943030228.0,spider slack,901,brazil,comedy,252.0,13.0,14.0,190400.0,3000000.0,2300000.0,36500000.0,2020.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
266,preston,24000000,8279004442.0,preston,4009,united states,entertainment,621.0,78.0,72.0,37900.0,606800.0,455100.0,7300000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
267,james charles,23900000,4067878931.0,james charles,505,united states,entertainment,1860.0,79.0,73.0,14500.0,232500.0,174400.0,2800000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
269,diana and roma en,23900000,7213499085.0,diana and roma en,511,united states,entertainment,787.0,79.0,73.0,44400.0,711100.0,533300.0,8500000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
268,collins key,23900000,6582932625.0,collins key,257,united states,entertainment,911.0,79.0,73.0,2700.0,43400.0,32600.0,520900.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
271,troom troom,23800000,10414479943.0,troom troom,2425,united states,howto,412.0,80.0,8.0,24500.0,392200.0,294200.0,4700000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
272,enrique iglesias,23800000,17688774915.0,enrique iglesias,443,united states,music,154.0,80.0,77.0,30700.0,491700.0,368700.0,5900000.0,2007.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
273,ninja,23700000,2543809954.0,ninja,1732,united states,games,3590.0,81.0,19.0,2100.0,33500.0,25100.0,401700.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
274,faze rug,23700000,7451792132.0,fazerug,0,canada,games,4057944.0,3885.0,7268.0,0.0,0.0,0.0,0.0,2012.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
275,mister max,23700000,15510153803.0,mister max,1099,united kingdom,entertainment,208.0,11.0,74.0,8200.0,131300.0,98400.0,1600000.0,2014.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
276,that little puff,23700000,20289689389.0,that little puff,769,united states,animals,118.0,81.0,1.0,188800.0,3000000.0,2300000.0,36200000.0,2020.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
281,peppa pig espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,23600000,7920637200.0,peppa pig espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1251,united kingdom,film,668.0,12.0,19.0,13400.0,214400.0,160800.0,2600000.0,2014.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
280,maya and mary,23600000,6766461070.0,maya and mary,552,united states,entertainment,883.0,82.0,75.0,11100.0,178200.0,133600.0,2100000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
279,logan paul,23600000,5994002464.0,logan paul,719,united states,entertainment,1057.0,82.0,75.0,2700.0,43200.0,32400.0,518600.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
278,juan de dios pantoja,23600000,2135644776.0,juan de dios pantoja,226,mexico,people,4529.0,11.0,10.0,11700.0,187400.0,140600.0,2200000.0,2014.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
282,jelly,23500000,14777034543.0,jelly,6066,united kingdom,games,229.0,13.0,20.0,10400.0,166700.0,125000.0,2000000.0,2014.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
283,miss katy,23500000,14696994366.0,miss katy,1044,united kingdom,entertainment,235.0,13.0,76.0,14900.0,238500.0,178900.0,2900000.0,2014.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
284,tilak,23400000,9465863821.0,tilak,6672,india,film,493.0,56.0,20.0,91800.0,1500000.0,1100000.0,17600000.0,2020.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
285,valentina pontes ofc,23400000,7926899136.0,valentina pontes ofc,1291,brazil,entertainment,667.0,14.0,77.0,7100.0,113100.0,84900.0,1400000.0,2014.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
286,sesame street,23300000,22471357411.0,sesame street,3657,united states,entertainment,99.0,83.0,78.0,31000.0,496700.0,372600.0,6000000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
287,happy lives,23200000,2634.0,happy lives,1,united states,entertainment,4053372.0,84.0,79.0,0.0,0.0,0.0,0.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
288,lady gaga,23200000,15751661213.0,lady gaga,172,united states,music,198.0,83.0,79.0,35800.0,572700.0,429500.0,6900000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
292,ted,23100000,2551113422.0,ted,4445,united states,tech,3568.0,85.0,4.0,3300.0,53000.0,39700.0,635800.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
293,unknown boy varun,23100000,9299371231.0,unknown boy varun,456,india,music,506.0,58.0,80.0,76000.0,1200000.0,912100.0,14600000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
294,kids tv - nursery rhymes and baby songs,23100000,13151870846.0,kids tv - nursery rhymes and baby songs,3781,united states,music,282.0,85.0,81.0,32100.0,513800.0,385300.0,6200000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
291,gmm grammy official,23100000,25579831081.0,gmm grammy official,15462,thailand,music,68.0,4.0,81.0,32600.0,520900.0,390700.0,6300000.0,2010.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
290,wave music bhojpuri,23100000,12889240875.0,wave music bhojpuri,22578,india,music,293.0,59.0,81.0,13200.0,210700.0,158000.0,2500000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
297,drossrotzank,23000000,6041264489.0,drossrotzank,1598,argentina,entertainment,1040.0,5.0,80.0,8900.0,142200.0,106600.0,1700000.0,2006.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
298,white hill music,23000000,10939966484.0,white hill music,5718,india,music,382.0,60.0,82.0,23300.0,372700.0,279500.0,4500000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
295,tsuriki show,23000000,31494513067.0,tsuriki show,2905,germany,comedy,34.0,1.0,15.0,189200.0,3000000.0,2300000.0,36300000.0,2019.0,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526
296,technical guruji,23000000,3378047383.0,technical guruji,5041,india,tech,2420.0,60.0,5.0,5600.0,89000.0,66800.0,1100000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
300,alan becker,22900000,5380073627.0,alan becker,0,united states,games,4057944.0,7700.0,7453.0,0.0,0.0,0.0,0.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
301,toyorbabytv,22900000,16298342829.0,toyorbabytv,1159,jordan,music,181.0,2.0,83.0,42300.0,676200.0,507200.0,8100000.0,2012.0,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414
302,babybus - canciones infantiles & videos para niï¿½ï,22900000,13206471140.0,babybus - canciones infantiles & videos paraï¿½,1251,mexico,education,278.0,12.0,17.0,34200.0,547300.0,410500.0,6600000.0,2018.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
299,ultra movie parlour,22900000,5320485069.0,ultra movie parlour,1670,india,film,1248.0,61.0,22.0,0.0,0.0,0.0,0.0,2011.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
304,vania mania kids,22700000,10115316784.0,vania mania kids,985,united states,education,438.0,87.0,18.0,38800.0,620900.0,465600.0,7500000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
308,the chainsmokers,22600000,14231943358.0,the chainsmokers,180,united states,music,246.0,88.0,84.0,20400.0,326600.0,245000.0,3900000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
310,sia,22600000,13405849040.0,sia,171,united states,music,273.0,88.0,84.0,23800.0,381000.0,285800.0,4600000.0,2007.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
311,leonata family,22600000,27084848152.0,leonata family,2321,united states,people,57.0,87.0,11.0,293500.0,4700000.0,3500000.0,56300000.0,2021.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
